"","year","box","date","site","days_to_hatch","inc_start_aprildays","type","hatching_date","clutch_size","hatchlings","fledglings","meantemp","first_offbout","last_onbout","night_var","activity_onset_relative","activity_end_relative"
"208",2018,"245SAL","16/05/2018","SAL",-10,131,"forest-experimental light","26/05/2018",8,7,7,12.67773069,"16/05/2018 05:22","16/05/2018 19:28",0.71135586,19,-119
"209",2018,"245SAL","17/05/2018","SAL",-9,131,"forest-experimental light","26/05/2018",8,7,7,14.15205996,"17/05/2018 05:22","17/05/2018 17:28",1.063982699,21,-241
"210",2018,"245SAL","18/05/2018","SAL",-8,131,"forest-experimental light","26/05/2018",8,7,7,13.61612093,"18/05/2018 05:37","18/05/2018 19:16",0.359284558,38,-135
"211",2018,"245SAL","19/05/2018","SAL",-7,131,"forest-experimental light","26/05/2018",8,7,7,14.98977134,"19/05/2018 05:34","19/05/2018 18:40",0.365679374,36,-173
"212",2018,"245SAL","20/05/2018","SAL",-6,131,"forest-experimental light","26/05/2018",8,7,7,14.09295732,"20/05/2018 05:37","20/05/2018 19:16",0.40807851,41,-138
"213",2018,"245SAL","21/05/2018","SAL",-5,131,"forest-experimental light","26/05/2018",8,7,7,13.96913516,"21/05/2018 04:37","21/05/2018 18:25",0.331509705,-17,-191
"214",2018,"245SAL","22/05/2018","SAL",-4,131,"forest-experimental light","26/05/2018",8,7,7,12.88903862,"22/05/2018 05:43","22/05/2018 18:13",1.372482006,50,-205
"215",2018,"245SAL","23/05/2018","SAL",-3,131,"forest-experimental light","26/05/2018",8,7,7,13.51568394,"23/05/2018 05:28","23/05/2018 09:25",NA,37,-735
"216",2018,"265SAL","08/05/2018","SAL",-15,130,"forest-experimental light","23/05/2018",9,7,7,11.49036687,"08/05/2018 05:25","08/05/2018 17:13",0.848741192,6,-239
"217",2018,"265SAL","09/05/2018","SAL",-14,130,"forest-experimental light","23/05/2018",9,7,7,9.005113821,"09/05/2018 05:01","09/05/2018 18:49",1.669161307,-16,-145
"218",2018,"265SAL","10/05/2018","SAL",-13,130,"forest-experimental light","23/05/2018",9,7,7,9.86685874,"10/05/2018 05:22","10/05/2018 18:43",4.42808321,8,-153
"219",2018,"265SAL","11/05/2018","SAL",-12,130,"forest-experimental light","23/05/2018",9,7,7,10.37804878,"11/05/2018 05:34","11/05/2018 16:49",0.379504292,22,-269
"220",2018,"265SAL","12/05/2018","SAL",-11,130,"forest-experimental light","23/05/2018",9,7,7,12.54789126,"12/05/2018 05:31","12/05/2018 18:22",0.3079887,21,-178
"221",2018,"265SAL","13/05/2018","SAL",-10,130,"forest-experimental light","23/05/2018",9,7,7,12.53939736,"13/05/2018 05:55","13/05/2018 19:01",1.025560215,46,-141
"222",2018,"265SAL","17/05/2018","SAL",-6,130,"forest-experimental light","23/05/2018",9,7,7,14.15205996,"17/05/2018 04:40","17/05/2018 18:25",0.427438866,-21,-184
"223",2018,"265SAL","20/05/2018","SAL",-3,130,"forest-experimental light","23/05/2018",9,7,7,14.09295732,"20/05/2018 05:25","20/05/2018 18:10",0.45309056,29,-204
"224",2018,"265SAL","21/05/2018","SAL",-2,130,"forest-experimental light","23/05/2018",9,7,7,13.96913516,"21/05/2018 05:28","21/05/2018 18:34",0.408103755,34,-182
"225",2018,"265SAL","22/05/2018","SAL",-1,130,"forest-experimental light","23/05/2018",9,7,7,12.88903862,"22/05/2018 05:52","22/05/2018 18:07",NA,59,-211
"226",2018,"155FS","19/05/2018","SCENE",-9,134,"forest-control","28/05/2018",5,3,3,14.70426786,"19/05/2018 06:00","19/05/2018 18:44",1.2572773,62,-169
"227",2018,"155FS","20/05/2018","SCENE",-8,134,"forest-control","28/05/2018",5,3,3,13.5409881,"20/05/2018 05:48","20/05/2018 19:18",0.527967475,52,-136
"228",2018,"155FS","21/05/2018","SCENE",-7,134,"forest-control","28/05/2018",5,3,3,13.32951587,"21/05/2018 05:42","21/05/2018 20:50",1.055900258,48,-46
"229",2018,"155FS","22/05/2018","SCENE",-6,134,"forest-control","28/05/2018",5,3,3,12.2631369,"22/05/2018 06:00","22/05/2018 19:04",0.973661993,67,-154
"230",2018,"155FS","23/05/2018","SCENE",-5,134,"forest-control","28/05/2018",5,3,3,13.38371825,"23/05/2018 05:46","23/05/2018 18:28",0.671708196,55,-192
"231",2018,"155FS","24/05/2018","SCENE",-4,134,"forest-control","28/05/2018",5,3,3,14.42866071,"24/05/2018 05:26","24/05/2018 18:50",0.474224102,36,-171
"232",2018,"155FS","25/05/2018","SCENE",-3,134,"forest-control","28/05/2018",5,3,3,16.5417619,"25/05/2018 05:34","25/05/2018 18:50",0.363857484,46,-173
"233",2018,"155FS","26/05/2018","SCENE",-2,134,"forest-control","28/05/2018",5,3,3,18.12416071,"26/05/2018 05:44","26/05/2018 18:24",0.457515467,57,-201
"234",2018,"155FS","27/05/2018","SCENE",-1,134,"forest-control","28/05/2018",5,3,3,18.06938889,"27/05/2018 05:44","27/05/2018 19:08",NA,59,-158
"235",2018,"15DL","05/05/2018","SCENE",-14,126,"forest-experimental light","19/05/2018",7,6,6,10.77045437,"05/05/2018 05:21","05/05/2018 19:12",1.255416566,-4,-114
"236",2018,"15DL","06/05/2018","SCENE",-13,126,"forest-experimental light","19/05/2018",7,6,6,12.84868651,"06/05/2018 05:45","06/05/2018 18:48",0.350625219,22,-140
"237",2018,"15DL","08/05/2018","SCENE",-11,126,"forest-experimental light","19/05/2018",7,6,6,11.34328571,"08/05/2018 04:57","08/05/2018 17:57",0.356634272,-22,-195
"238",2018,"15DL","09/05/2018","SCENE",-10,126,"forest-experimental light","19/05/2018",7,6,6,9.116279762,"09/05/2018 05:18","09/05/2018 19:06",0.887303186,1,-128
"239",2018,"15DL","10/05/2018","SCENE",-9,126,"forest-experimental light","19/05/2018",7,6,6,9.774095238,"10/05/2018 05:12","10/05/2018 18:12",2.38415379,-2,-184
"240",2018,"15DL","11/05/2018","SCENE",-8,126,"forest-experimental light","19/05/2018",7,6,6,9.933468254,"11/05/2018 05:18","11/05/2018 18:06",1.524897994,6,-192
"241",2018,"15DL","12/05/2018","SCENE",-7,126,"forest-experimental light","19/05/2018",7,6,6,11.95923016,"12/05/2018 05:18","12/05/2018 17:51",0.758820281,8,-209
"242",2018,"15DL","14/05/2018","SCENE",-5,126,"forest-experimental light","19/05/2018",7,6,6,12.98205357,"14/05/2018 05:24","14/05/2018 18:15",1.042038417,17,-188
"243",2018,"15DL","15/05/2018","SCENE",-4,126,"forest-experimental light","19/05/2018",7,6,6,12.8097877,"15/05/2018 05:30","15/05/2018 18:39",1.926661902,25,-166
"244",2018,"15DL","16/05/2018","SCENE",-3,126,"forest-experimental light","19/05/2018",7,6,6,12.24772619,"16/05/2018 05:12","16/05/2018 18:48",1.641534445,9,-159
"245",2018,"15DL","17/05/2018","SCENE",-2,126,"forest-experimental light","19/05/2018",7,6,6,12.8504246,"17/05/2018 05:12","17/05/2018 17:45",0.753109093,11,-224
"246",2018,"15DL","18/05/2018","SCENE",-1,126,"forest-experimental light","19/05/2018",7,6,6,12.83154365,"18/05/2018 05:06","18/05/2018 18:24",NA,7,-187
"247",2018,"188PEN","11/05/2018","SCENE",-15,131,"forest-control","26/05/2018",8,6,6,9.933468254,"11/05/2018 04:35","11/05/2018 19:08",0.68978992,-37,-130
"248",2018,"188PEN","12/05/2018","SCENE",-14,131,"forest-control","26/05/2018",8,6,6,11.95923016,"12/05/2018 05:26","12/05/2018 18:35",0.196325368,16,-165
"249",2018,"188PEN","13/05/2018","SCENE",-13,131,"forest-control","26/05/2018",8,6,6,12.27401389,"13/05/2018 05:29","13/05/2018 19:26",0.338452665,20,-116
"250",2018,"188PEN","14/05/2018","SCENE",-12,131,"forest-control","26/05/2018",8,6,6,12.98205357,"14/05/2018 05:23","14/05/2018 19:14",0.191469452,16,-129
"251",2018,"188PEN","15/05/2018","SCENE",-11,131,"forest-control","26/05/2018",8,6,6,12.8097877,"15/05/2018 05:23","15/05/2018 19:14",0.255070948,18,-131
"252",2018,"188PEN","16/05/2018","SCENE",-10,131,"forest-control","26/05/2018",8,6,6,12.24772619,"16/05/2018 05:20",NA,NA,17,NA
"253",2018,"315DL","17/05/2018","SCENE",-9,131,"forest-experimental light","26/05/2018",8,5,5,12.8504246,"17/05/2018 05:07","17/05/2018 18:49",0.214217646,6,-160
"254",2018,"315DL","18/05/2018","SCENE",-8,131,"forest-experimental light","26/05/2018",8,5,5,12.83154365,"18/05/2018 05:01","18/05/2018 19:22",0.207853258,2,-129
"255",2018,"315DL","19/05/2018","SCENE",-7,131,"forest-experimental light","26/05/2018",8,5,5,14.70426786,"19/05/2018 04:52","19/05/2018 19:25",0.358982667,-6,-128
"256",2018,"315DL","20/05/2018","SCENE",-6,131,"forest-experimental light","26/05/2018",8,5,5,13.5409881,"20/05/2018 05:04","20/05/2018 19:31",0.171960887,8,-123
"257",2018,"315DL","21/05/2018","SCENE",-5,131,"forest-experimental light","26/05/2018",8,5,5,13.32951587,"21/05/2018 05:04","21/05/2018 19:13",0.208513826,10,-143
"258",2018,"315DL","22/05/2018","SCENE",-4,131,"forest-experimental light","26/05/2018",8,5,5,12.2631369,"22/05/2018 05:25","22/05/2018 19:46",0.575300183,32,-112
"259",2018,"315DL","23/05/2018","SCENE",-3,131,"forest-experimental light","26/05/2018",8,5,5,13.38371825,"23/05/2018 05:10","23/05/2018 19:52",0.563269225,19,-108
"260",2018,"315DL","24/05/2018","SCENE",-2,131,"forest-experimental light","26/05/2018",8,5,5,14.42866071,"24/05/2018 05:43","24/05/2018 19:07",0.320799978,53,-154
"261",2018,"315DL","25/05/2018","SCENE",-1,131,"forest-experimental light","26/05/2018",8,5,5,16.5417619,"25/05/2018 04:58","25/05/2018 19:37",0.441596563,10,-126
"262",2018,"316DL","17/05/2018","SCENE",-7,130,"forest-control","24/05/2018",9,4,4,12.8504246,"17/05/2018 05:59","17/05/2018 19:38",0.146680608,58,-111
"263",2018,"316DL","18/05/2018","SCENE",-6,130,"forest-control","24/05/2018",9,4,4,12.83154365,"18/05/2018 05:47","18/05/2018 19:35",0.187506083,48,-116
"264",2018,"316DL","19/05/2018","SCENE",-5,130,"forest-control","24/05/2018",9,4,4,14.70426786,"19/05/2018 05:29","19/05/2018 19:59",0.163309159,31,-94
"265",2018,"316DL","20/05/2018","SCENE",-4,130,"forest-control","24/05/2018",9,4,4,13.5409881,"20/05/2018 04:53","20/05/2018 20:05",0.163015831,-3,-89
"266",2018,"316DL","21/05/2018","SCENE",-3,130,"forest-control","24/05/2018",9,4,4,13.32951587,"21/05/2018 05:02","21/05/2018 19:14",0.177925947,8,-142
"267",2018,"316DL","22/05/2018","SCENE",-2,130,"forest-control","24/05/2018",9,4,4,12.2631369,"22/05/2018 04:41","22/05/2018 18:08",0.759274331,-12,-210
"268",2018,"316DL","23/05/2018","SCENE",-1,130,"forest-control","24/05/2018",9,4,4,13.38371825,"23/05/2018 06:14","23/05/2018 18:56",NA,83,-164
"269",2018,"71ST","20/05/2018","SCENE",-5,132,"forest-experimental light","25/05/2018",7,7,NA,13.5409881,"20/05/2018 05:17","20/05/2018 19:17",2.169449594,21,-137
"270",2018,"71ST","21/05/2018","SCENE",-4,132,"forest-experimental light","25/05/2018",7,7,NA,13.32951587,"21/05/2018 05:29","21/05/2018 18:44",1.425122779,35,-172
"271",2018,"71ST","24/05/2018","SCENE",-1,132,"forest-experimental light","25/05/2018",7,7,NA,14.42866071,"24/05/2018 05:53","24/05/2018 19:05",NA,63,-156
"272",2018,"8DL","07/05/2018","SCENE",-15,125,"forest-control","22/05/2018",5,2,2,14.06365675,"07/05/2018 05:45","07/05/2018 19:54",0.691597237,24,-76
"273",2018,"8DL","08/05/2018","SCENE",-14,125,"forest-control","22/05/2018",5,2,2,11.34328571,"08/05/2018 05:33","08/05/2018 19:51",0.816356013,14,-81
"274",2018,"8DL","09/05/2018","SCENE",-13,125,"forest-control","22/05/2018",5,2,2,9.116279762,"09/05/2018 05:30","09/05/2018 18:39",6.29937383,13,-155
"275",2018,"8DL","10/05/2018","SCENE",-12,125,"forest-control","22/05/2018",5,2,2,9.774095238,"10/05/2018 05:06","10/05/2018 18:54",4.13322862,-8,-142
"276",2018,"8DL","11/05/2018","SCENE",-11,125,"forest-control","22/05/2018",5,2,2,9.933468254,"11/05/2018 04:39","11/05/2018 18:12",2.185192131,-33,-186
"277",2018,"8DL","12/05/2018","SCENE",-10,125,"forest-control","22/05/2018",5,2,2,11.95923016,"12/05/2018 05:15","12/05/2018 18:51",2.404696635,5,-149
"278",2018,"8DL","13/05/2018","SCENE",-9,125,"forest-control","22/05/2018",5,2,2,12.27401389,"13/05/2018 05:36","13/05/2018 20:00",1.573859107,27,-82
"279",2018,"8DL","14/05/2018","SCENE",-8,125,"forest-control","22/05/2018",5,2,2,12.98205357,"14/05/2018 06:00","14/05/2018 18:30",1.21982162,53,-173
"280",2018,"8DL","15/05/2018","SCENE",-7,125,"forest-control","22/05/2018",5,2,2,12.8097877,"15/05/2018 05:48","15/05/2018 19:15",0.927833931,43,-130
"281",2018,"8DL","16/05/2018","SCENE",-6,125,"forest-control","22/05/2018",5,2,2,12.24772619,"16/05/2018 05:42","16/05/2018 19:12",0.751655296,39,-135
"282",2018,"8DL","17/05/2018","SCENE",-5,125,"forest-control","22/05/2018",5,2,2,12.8504246,"17/05/2018 05:33","17/05/2018 18:15",1.664207556,32,-194
"283",2018,"8DL","18/05/2018","SCENE",-4,125,"forest-control","22/05/2018",5,2,2,12.83154365,"18/05/2018 05:39","18/05/2018 18:57",1.740524125,40,-154
"284",2018,"8DL","19/05/2018","SCENE",-3,125,"forest-control","22/05/2018",5,2,2,14.70426786,"19/05/2018 05:24","19/05/2018 19:18",1.3860602,26,-135
"285",2018,"8DL","20/05/2018","SCENE",-2,125,"forest-control","22/05/2018",5,2,2,13.5409881,"20/05/2018 05:24","20/05/2018 19:33",1.827997675,28,-121
"286",2018,"8DL","21/05/2018","SCENE",-1,125,"forest-control","22/05/2018",5,2,2,13.32951587,"21/05/2018 05:39","21/05/2018 20:00",NA,45,-96
"287",2018,"99ST","18/05/2018","SCENE",-9,132,"forest-control","27/05/2018",7,6,6,12.83154365,"18/05/2018 05:32","18/05/2018 18:44",0.379335997,33,-167
"288",2018,"99ST","19/05/2018","SCENE",-8,132,"forest-control","27/05/2018",7,6,6,14.70426786,"19/05/2018 05:32","19/05/2018 18:23",0.318530438,34,-190
"289",2018,"99ST","20/05/2018","SCENE",-7,132,"forest-control","27/05/2018",7,6,6,13.5409881,"20/05/2018 05:35","20/05/2018 18:47",0.600267103,39,-167
"290",2018,"99ST","21/05/2018","SCENE",-6,132,"forest-control","27/05/2018",7,6,6,13.32951587,"21/05/2018 05:20","21/05/2018 18:32",0.683724836,26,-184
"291",2018,"99ST","22/05/2018","SCENE",-5,132,"forest-control","27/05/2018",7,6,6,12.2631369,"22/05/2018 05:50","22/05/2018 18:53",0.251028571,57,-165
"292",2018,"99ST","23/05/2018","SCENE",-4,132,"forest-control","27/05/2018",7,6,6,13.38371825,"23/05/2018 05:47","23/05/2018 17:38",0.832177354,56,-242
"293",2018,"99ST","24/05/2018","SCENE",-3,132,"forest-control","27/05/2018",7,6,6,14.42866071,"24/05/2018 05:38","24/05/2018 17:41",1.104585159,48,-240
"294",2018,"99ST","25/05/2018","SCENE",-2,132,"forest-control","27/05/2018",7,6,6,16.5417619,"25/05/2018 05:32","25/05/2018 17:38",0.267549582,44,-245
"295",2018,"99ST","26/05/2018","SCENE",-1,132,"forest-control","27/05/2018",7,6,6,18.12416071,"26/05/2018 05:08","26/05/2018 17:17",NA,21,-268
